date,imoex,ofz5y,eps_fwd,coe,erp,pe
2025-11-17,2510.64,14.8344478254,565.0,0.22504222031035911,0.07669774205635913,4.443610619469026
2025-11-18,2563.07,14.7766687381,565.0,0.22043877069295803,0.07267208331195804,4.536407079646018
2025-11-19,2646.02,14.6995576516,565.0,0.21352824241691296,0.06653266590091297,4.683221238938053
2025-11-20,2628.31,14.6983284557,565.0,0.21496703204720904,0.06798374749020905,4.65187610619469
2025-11-21,2685.03,14.5986113646,565.0,0.21042595427239172,0.06443984062639171,4.752265486725664
2025-11-24,2654.84,14.6786238564,565.0,0.2128188516068765,0.0660326130428765,4.69883185840708
2025-11-25,2685.95,14.6803513798,565.0,0.21035387851598134,0.06355036471798134,4.753893805309734
2025-11-26,2668.38,14.8140576208,565.0,0.2117389577196651,0.06359838151166511,4.722796460176991
2025-11-27,2621.37,14.8848840034,565.0,0.21553615094397205,0.06668731090997204,4.639592920353982
2025-11-28,2676.42,14.8190826436,565.0,0.2111028911755255,0.06291206473952549,4.737026548672566
2025-12-01,2686.93,14.9485675217,565.0,0.21027715645736958,0.060791481240369594,4.755628318584071
2025-12-02,2667.2,14.8576721655,565.0,0.21183263347330536,0.06325591181830537,4.72070796460177
2025-12-03,2651.71,14.7387735088,565.0,0.21307005668040624,0.06568232159240625,4.693292035398231
2025-12-04,2657.13,14.6707016392,565.0,0.21263543748329963,0.06592842109129962,4.7028849557522125
2025-12-05,2711.3,14.5482381918,565.0,0.2083871205694685,0.0629047386514685,4.7987610619469026
2025-12-08,2705.17,14.5794930004,565.0,0.20885933231552914,0.06306440231152916,4.787911504424779
2025-12-09,2702.72,14.592604407,565.0,0.20904866208856265,0.06312261801856267,4.783575221238937
2025-12-10,2720.66,14.626046521,565.0,0.20767019767262357,0.06140973246262357,4.815327433628318
2025-12-11,2748.93,14.5211430481,565.0,0.2055345170666405,0.06032308658564048,4.865362831858407
2025-12-12,2739.49,14.3794554391,565.0,0.20624276781444723,0.062448213423447224,4.848654867256637
2025-12-15,2748.93,14.4647408608,565.0,0.2055345170666405,0.06088710845864051,4.865362831858407
2025-12-16,2774.23,14.42478385,565.0,0.2036601146984929,0.0594122761984929,4.910141592920354
2025-12-17,2759.73,14.5054222064,565.0,0.20473017287923093,0.059675950815230916,4.884477876106195
2025-12-18,2753.07,14.4086457661,565.0,0.20522543923692457,0.06113898157592457,4.872690265486726
2025-12-19,2743.09,14.5607897828,565.0,0.20597209716050147,0.06036419933250145,4.8550265486725666
2025-12-22,2715.98,14.7104808577,565.0,0.20802804144360415,0.06092323286660414,4.80704424778761
2025-12-23,2725.38,14.7014674844,565.0,0.20731054018155265,0.06029586533755266,4.823681415929204
2025-12-24,2720.02,14.6944171148,565.0,0.20771906088925818,0.060774889741258165,4.814194690265487
2025-12-25,2714.12,14.7882745736,565.0,0.2081706041000398,0.06028785836403977,4.80375221238938
2025-12-26,2754.89,14.8022616013,565.0,0.20508985839725,0.05706724238425001,4.875911504424779
2025-12-29,2742.03,14.644278946359,565.0,0.2060517208053887,0.059608931341798704,4.853150442477877
2025-12-30,2766.62,14.584683146839,565.0,0.20422031214984349,0.05837348068145348,4.896672566371681
2026-01-05,2757.09,14.470292496881,565.0,0.20492620842990253,0.06022328346109254,4.879805309734514
2026-01-06,2745.26,14.347111815604,565.0,0.20580928582356497,0.06233816766752498,4.8588672566371685
2026-01-08,2718.62,14.604384041921,565.0,0.2078260293825544,0.06178218896334439,4.811716814159292
2026-01-09,2724.85,14.509460757301,565.0,0.20735086335027617,0.06225625577726618,4.822743362831858
2026-01-12,2701.93,14.776277852489,565.0,0.20910978448738496,0.061347005962494955,4.782176991150442
2026-01-13,2696.92,14.875036783194,565.0,0.20949824243952359,0.060747874607583574,4.7733097345132744
2026-01-14,2702.69,14.869092982269,565.0,0.20905098253961793,0.06036005271692793,4.783522123893805
2026-01-15,2701.32,14.953603850138,565.0,0.2091570047236166,0.05962096622223659,4.781097345132744
2026-01-16,2733.75,14.732734220215,565.0,0.20667581161408322,0.0593484694119332,4.838495575221239
2026-01-19,2750.25,14.851078791673,565.0,0.20543586946641215,0.05692508154968215,4.867699115044248
2026-01-20,2738.07,14.946997833096,565.0,0.2063497280931459,0.05687974976218588,4.846141592920354
2026-01-21,2770.53,14.975636681358,565.0,0.20393209963436598,0.05417573282078597,4.903592920353983
2026-01-22,2768.02,14.950922581125,565.0,0.2041170222758506,0.054607796464600594,4.899150442477876
2026-01-23,2777.29,14.999205422435,565.0,0.20343572331301377,0.05344366908866377,4.915557522123894
2026-01-26,2768.15,15.155160007929,565.0,0.20410743637447393,0.05255583629518393,4.899380530973452
2026-01-27,2781.39,15.117356926883,565.0,0.20313584215086702,0.05196227288203703,4.922814159292035
2026-01-28,2788.01,15.163402109458,565.0,0.20265350554696718,0.05101948445238719,4.934530973451328
2026-01-29,2797.76,14.955415447758,565.0,0.201947272103397,0.052393117625817,4.951787610619469
2026-01-30,2782.74,14.994825237722,565.0,0.20303729417768102,0.053089041800461007,4.925203539823008
2026-02-02,2768.56,14.948521402777,565.0,0.20407720981304361,0.0545919957852736,4.900106194690266
2026-02-03,2786.15,14.880545046789,565.0,0.2027887945731565,0.05398334410526648,4.931238938053098
2026-02-04,2776.31,15.003100467114,565.0,0.20350753338063834,0.053476528709498344,4.913823008849557
2026-02-05,2737.13,15.1007431403,565.0,0.2064205938336871,0.05541316243068711,4.844477876106195
2026-02-06,2735.43,15.215029673009,565.0,0.2065488789696684,0.054398582239578386,4.841469026548673
2026-02-09,2725.64,15.236725837024,565.0,0.20729076473782304,0.05492350636758303,4.824141592920354
2026-02-10,2717.04,15.264638749464,565.0,0.20794688337308248,0.05530049587844249,4.808920353982301
2026-02-11,2757.75,15.153861786014,565.0,0.20487716435499956,0.05333854649485956,4.880973451327433
2026-02-12,2765.66,15.049765505223,565.0,0.20429119993057715,0.053793544878347144,4.8949734513274334
2026-02-13,2776.34,14.890482234454,565.0,0.20350533436106527,0.05460051201652527,4.9138761061946905
2026-02-16,2782.6,14.758855187295,565.0,0.20304750952346726,0.055458957650517254,4.924955752212389
2026-02-17,2765.33,14.702891303828,565.0,0.20431557897249153,0.05728666593421153,4.894389380530973
2026-02-18,2779.08,14.529750440407,565.0,0.20330469076097127,0.058007186356901275,4.918725663716814
2026-02-19,2772.84,14.597705454991,565.0,0.20376220770040823,0.05778515315049823,4.907681415929204
2026-02-20,2780.6,14.669708858988,565.0,0.20319355534776667,0.056496466757886665,4.9214159292035395
2026-02-24,2777.35,14.662444932438,565.0,0.2034313284245774,0.05680687910019741,4.9156637168141595
2026-02-25,2795.39,14.702272150713,565.0,0.2021184879390711,0.05509576643194111,4.947592920353982
2026-02-26,2785.58,14.79679406383,565.0,0.2028302902806597,0.0548623496423597,4.930230088495575
2026-02-27,2799.14,14.74870713162,565.0,0.20184771036818452,0.054360639051984516,4.954230088495575
2026-03-02,2835.65,14.81251107446,565.0,0.19924884947013913,0.05112373872553913,5.018849557522124
2026-03-03,2825.14,14.819375498661,565.0,0.19999008898674048,0.05179633400013048,5.000247787610619
2026-03-04,2809.78,14.782034055689,565.0,0.20108335883948208,0.053263018282592084,4.973061946902655
